source	target	action	class	writer	note
docs/website/backend/README.md	documentation_v2/website/api_v2/README.md	move	live-rewrite	F09	-
docs/website/backend/ROADMAP.md	documentation_v2/website/api_v2/api_overview.md	move+rename	live-rewrite	F09	shipped API surface by domain
docs/website/backend/architecture.md	documentation_v2/archive/go_and_react_era_design/go_backend_architecture_plan.md	archive	archive	-	-
docs/website/frontend/INDEX.md	documentation_v2/pending_merge/F04/INDEX.md	merge-into	live-rewrite	F04	documentation_v2/website/frontend/README.md
docs/website/frontend/README.md	documentation_v2/pending_merge/F04/docs__website__frontend__readme.md	merge-into	live-rewrite	F04	documentation_v2/website/frontend/README.md
docs/website/frontend/ROADMAP.md	documentation_v2/website/frontend/README.md	move+rename	live-rewrite	F04	ORDER:2 richest frontend hub source (route table); its per-page deferred rows feed the Open work of F01-F03; the draft vacates the target first
docs/website/frontend/THEME.md	documentation_v2/design_system/design_tokens.md	move+rename	live-rewrite	F17	ORDER:2 the draft vacates the target first
docs/website/frontend/TRACKING.md	documentation_v2/pending_merge/F04/TRACKING.md	merge-into	live-rewrite	F04	documentation_v2/website/frontend/README.md
docs/website/frontend/_template.md	documentation_v2/archive/go_and_react_era_design/frontend_page_spec_template.md	archive	archive	-	CP1 question: the plan lists it as an F04 source; React-era page template superseded by documentation_v2/standards/templates/feature_doc.md (P3-1)
docs/website/frontend/auth/auth-callback.md	documentation_v2/pending_merge/F04/auth-callback.md	merge-into	live-rewrite	F04	documentation_v2/website/frontend/pages/account/account_pages.md
docs/website/frontend/auth/login.md	documentation_v2/pending_merge/F04/login.md	merge-into	live-rewrite	F04	documentation_v2/website/frontend/pages/account/account_pages.md
docs/website/frontend/pages/announcements.md	documentation_v2/website/frontend/pages/command_center/announcements/announcements_page.md	move+rename	live-rewrite	F02	-
docs/website/frontend/pages/audit-logs.md	documentation_v2/website/frontend/pages/administration/audit_logs/audit_logs_page.md	move+rename	live-rewrite	F01	-
docs/website/frontend/pages/content-manager.md	documentation_v2/website/frontend/pages/administration/content_manager/content_manager_page.md	move+rename	live-rewrite	F01	-
docs/website/frontend/pages/dashboard.md	documentation_v2/website/frontend/pages/command_center/dashboard/dashboard_page.md	move+rename	live-rewrite	F02	-
docs/website/frontend/pages/debug-building-viewer.md	documentation_v2/website/frontend/apps/debug/building_viewer_page.md	move+rename	live-rewrite	F03	route /debug/building-viewer, code apps/website/frontend/src/v2/apps/debug/building_viewer/
docs/website/frontend/pages/deployments.md	documentation_v2/website/frontend/pages/operations/deployments/deployments_page.md	move+rename	live-rewrite	F02	-
docs/website/frontend/pages/event-hub.md	documentation_v2/website/frontend/pages/operations/event_detail/event_hub_page.md	move+rename	live-rewrite	F02	-
docs/website/frontend/pages/event-manager.md	documentation_v2/website/frontend/pages/administration/event_manager/event_manager_page.md	move+rename	live-rewrite	F01	-
docs/website/frontend/pages/event-schedule.md	documentation_v2/website/frontend/pages/operations/schedule/event_schedule_page.md	move+rename	live-rewrite	F02	-
docs/website/frontend/pages/leaderboards.md	documentation_v2/website/frontend/pages/operations/leaderboards/leaderboards_page.md	move+rename	live-rewrite	F02	-
docs/website/frontend/pages/mission-approvals.md	documentation_v2/website/frontend/pages/administration/approvals/mission_approvals_page.md	move+rename	live-rewrite	F01	-
docs/website/frontend/pages/mission-creator.md	documentation_v2/archive/go_and_react_era_design/mission_creator_setup_wizard_page.md	archive	archive	-	retired /missions/create wizard; the plan sends it to archive
docs/website/frontend/pages/mission-editor.md	documentation_v2/pending_merge/F07/mission-editor.md	merge-into	live-rewrite	F07	documentation_v2/website/frontend/apps/editor/ux_spec.md
docs/website/frontend/pages/mission-library.md	documentation_v2/website/frontend/pages/mission_hub/library/mission_library_page.md	move+rename	live-rewrite	F03	-
docs/website/frontend/pages/mission-overview.md	documentation_v2/website/frontend/pages/mission_hub/overview/mission_overview_page.md	move+rename	live-rewrite	F03	-
docs/website/frontend/pages/modpacks.md	documentation_v2/website/frontend/pages/doctrine_and_info/modpacks/modpacks_page.md	move+rename	live-rewrite	F03	-
docs/website/frontend/pages/mortar-calculator.md	documentation_v2/website/frontend/pages/field_tools/mortar/mortar_calculator_page.md	move+rename	live-rewrite	F03	-
docs/website/frontend/pages/not-found.md	documentation_v2/pending_merge/F04/not-found.md	merge-into	live-rewrite	F04	documentation_v2/website/frontend/pages/navigation/app_layout_and_navigation.md
docs/website/frontend/pages/personnel-roster.md	documentation_v2/website/frontend/pages/administration/personnel/personnel_roster_page.md	move+rename	live-rewrite	F01	-
docs/website/frontend/pages/server-control.md	documentation_v2/website/frontend/pages/administration/server_control/server_control_page.md	move+rename	live-rewrite	F01	-
docs/website/frontend/pages/server-intel.md	documentation_v2/website/frontend/pages/command_center/server_intel/server_intel_page.md	move+rename	live-rewrite	F02	-
docs/website/frontend/pages/settings.md	documentation_v2/website/frontend/pages/account/account_pages.md	move+rename	live-rewrite	F04	richest of login, auth-callback and settings; one account feature doc
docs/website/frontend/pages/vehicle-database.md	documentation_v2/website/frontend/pages/doctrine_and_info/vehicles/vehicle_database_page.md	move+rename	live-rewrite	F03	-
docs/website/frontend/pages/wiki.md	documentation_v2/website/frontend/pages/doctrine_and_info/wiki/wiki_page.md	move+rename	live-rewrite	F03	-
docs/website/frontend/shell/app-layout.md	documentation_v2/pending_merge/F04/app-layout.md	merge-into	live-rewrite	F04	documentation_v2/website/frontend/pages/navigation/app_layout_and_navigation.md
docs/website/frontend/shell/sidebar.md	documentation_v2/website/frontend/pages/navigation/app_layout_and_navigation.md	move+rename	live-rewrite	F04	richest navigation source; one feature doc for the app layout, sidebar, top nav and not-found page
docs/website/frontend/shell/topnav.md	documentation_v2/pending_merge/F04/topnav.md	merge-into	live-rewrite	F04	documentation_v2/website/frontend/pages/navigation/app_layout_and_navigation.md
docs/website/platform/context_handoff.md	documentation_v2/archive/go_and_react_era_design/platform_context_handoff.md	archive	archive	-	real target of the redirect stubs docs/platform/context_handoff.md and docs/website/Claude_Context_Handoff.md
docs/website/platform/macos_ux_architecture.md	documentation_v2/archive/go_and_react_era_design/macos_ux_architecture.md	archive	archive	-	CP1 question: the methodology it defines is cited live (apps/mod/tbd-framework/Scripts/Game/TBD/UI/Core/TBD_UIInteractive.c:8, TBD_MOD_DESIGN.md §2); recommended: F17 carries the principles into design_system/
docs/website/platform/registration_flow.md	documentation_v2/archive/go_and_react_era_design/event_registration_flow_redesign.md	archive	archive	-	-
documentation_v2/ANALYSIS_AND_INVENTORY.md	documentation_v2/archive/documentation_v2_refactor/analysis_and_inventory.md	archive	archive	-	-
documentation_v2/ARCHITECTURE_PLAN.md	documentation_v2/archive/documentation_v2_refactor/architecture_plan.md	archive	archive	-	-
documentation_v2/design_system/README.md	documentation_v2/pending_merge/F17/documentation_v2__design_system__readme.md	merge-into	live-rewrite	F17	documentation_v2/design_system/README.md
documentation_v2/design_system/military_symbology.md	documentation_v2/pending_merge/F17/military_symbology.md	merge-into	live-rewrite	F17	documentation_v2/design_system/military_symbology.md
documentation_v2/mod/tbd_emcp/README.md	documentation_v2/pending_merge/F11/documentation_v2__mod__tbd_emcp__readme.md	merge-into	live-rewrite	F11	documentation_v2/mod/tbd-emcp/README.md
documentation_v2/mod/tbd_export/README.md	documentation_v2/pending_merge/F11/documentation_v2__mod__tbd_export__readme.md	merge-into	live-rewrite	F11	documentation_v2/mod/tbd-export/README.md
documentation_v2/mod/tbd_framework/README.md	documentation_v2/pending_merge/F10/documentation_v2__mod__tbd_framework__readme.md	merge-into	live-rewrite	F10	documentation_v2/mod/tbd-framework/README.md
documentation_v2/mod/tbd_framework/ui_layouts/README.md	documentation_v2/pending_merge/F10/documentation_v2__mod__tbd_framework__ui_layouts__readme.md	merge-into	live-rewrite	F10	documentation_v2/mod/tbd-framework/UI/README.md
documentation_v2/runbooks/README.md	documentation_v2/pending_merge/F18/documentation_v2__runbooks__readme.md	merge-into	live-rewrite	F18	documentation_v2/runbooks/README.md
documentation_v2/runbooks/database_operations.md	documentation_v2/pending_merge/F13/database_operations.md	merge-into	live-rewrite	F13	documentation_v2/runbooks/database_operations.md
documentation_v2/runbooks/deployment.md	documentation_v2/pending_merge/F13/deployment.md	merge-into	live-rewrite	F13	documentation_v2/runbooks/website_deployment.md
documentation_v2/runbooks/testing_and_ci.md	documentation_v2/pending_merge/F13/testing_and_ci.md	merge-into	live-rewrite	F13	documentation_v2/runbooks/testing_and_ci.md
documentation_v2/tickets/README.md	documentation_v2/pending_merge/F18/documentation_v2__tickets__readme.md	merge-into	live-rewrite	F18	documentation_v2/tickets/README.md
documentation_v2/tickets/plans/README.md	documentation_v2/pending_merge/F18/documentation_v2__tickets__plans__readme.md	merge-into	live-rewrite	F18	documentation_v2/tickets/plans/README.md
documentation_v2/tickets/specs/README.md	documentation_v2/pending_merge/F18/documentation_v2__tickets__specs__readme.md	merge-into	live-rewrite	F18	documentation_v2/tickets/specs/README.md
documentation_v2/tools/README.md	documentation_v2/pending_merge/F12/documentation_v2__tools__readme.md	merge-into	live-rewrite	F12	documentation_v2/tools_v2/README.md
documentation_v2/tools/developer_tools/README.md	documentation_v2/pending_merge/F12/documentation_v2__tools__developer_tools__readme.md	merge-into	live-rewrite	F12	documentation_v2/tools_v2/developer-tools/README.md
documentation_v2/tools/ticket_engine/README.md	documentation_v2/pending_merge/F12/documentation_v2__tools__ticket_engine__readme.md	merge-into	live-rewrite	F12	documentation_v2/tools_v2/ticket-engine/README.md
documentation_v2/tools/ticketboard/README.md	documentation_v2/pending_merge/F12/documentation_v2__tools__ticketboard__readme.md	merge-into	live-rewrite	F12	documentation_v2/ticketboard/README.md
documentation_v2/tools/verification_core/README.md	documentation_v2/pending_merge/F12/documentation_v2__tools__verification_core__readme.md	merge-into	live-rewrite	F12	documentation_v2/tools_v2/verification-core/README.md
documentation_v2/tools/xtask/README.md	documentation_v2/pending_merge/F12/documentation_v2__tools__xtask__readme.md	merge-into	live-rewrite	F12	documentation_v2/tools_v2/xtask/README.md
documentation_v2/website/README.md	documentation_v2/pending_merge/F09/documentation_v2__website__readme.md	merge-into	live-rewrite	F09	documentation_v2/website/README.md
documentation_v2/website/api/README.md	documentation_v2/pending_merge/F09/documentation_v2__website__api__readme.md	merge-into	live-rewrite	F09	documentation_v2/website/api_v2/README.md
documentation_v2/website/frontend/apps/README.md	documentation_v2/pending_merge/F08/documentation_v2__website__frontend__apps__readme.md	merge-into	live-rewrite	F08	documentation_v2/website/frontend/apps/README.md
documentation_v2/website/frontend/apps/aar/README.md	documentation_v2/pending_merge/F08/documentation_v2__website__frontend__apps__aar__readme.md	merge-into	live-rewrite	F08	documentation_v2/website/frontend/apps/aar/README.md
documentation_v2/website/frontend/apps/debug/README.md	documentation_v2/pending_merge/F03/documentation_v2__website__frontend__apps__debug__readme.md	merge-into	live-rewrite	F03	documentation_v2/website/frontend/apps/debug/README.md
documentation_v2/website/frontend/apps/editor/arsenal/README.md	documentation_v2/pending_merge/F08/documentation_v2__website__frontend__apps__editor__arsenal__readme.md	merge-into	live-rewrite	F08	documentation_v2/website/frontend/apps/editor/arsenal/README.md
documentation_v2/website/frontend/apps/editor/arsenal/visual_reference/README.md	-	delete	live-rewrite	F08	boilerplate disclaimer, sha256 8f633b199849; its facts (a historical design reference kept for colour and layout context, not an implementation source; production UI is the Leptos code under apps/website/frontend/src/v2/) go into the visual_references READMEs F08 writes (doc writer template step 3)
documentation_v2/website/frontend/apps/editor/arsenal/visual_reference/arsenal_tokens/DESIGN.md	documentation_v2/design_system/token_exports/aegis_design_tokens.md	collapse-duplicate	live-rewrite	F17	NEAR-DUPLICATE: this file (7718 bytes, sha256 a890f3c01e00) is the kept file docs/specs/Mission_Creator_Mock_Up/aegis_tokens/DESIGN.md (7612 bytes, sha256 fd7e503920c0, no final newline) with a 2-line header before it (the line `> **Canonical copy:** [`aegis_tokens/DESIGN.md`](../aegis_tokens/DESIGN.md) — this file is identical.` and one blank line) and one final newline after it; nothing else differs
documentation_v2/website/frontend/apps/editor/arsenal/visual_reference/arsenal_tokens/README.md	-	delete	live-rewrite	F08	boilerplate disclaimer, sha256 8f633b199849; its facts (a historical design reference kept for colour and layout context, not an implementation source; production UI is the Leptos code under apps/website/frontend/src/v2/) go into the visual_references READMEs F08 writes (doc writer template step 3)
documentation_v2/website/frontend/apps/editor/arsenal/visual_reference/arsenal_tokens/screen.png	documentation_v2/website/frontend/apps/editor/arsenal/visual_references/arsenal_mockup/arsenal_mockup.png	collapse-duplicate	data	-	sha256 bea441c78e83 identical to docs/specs/Mission_Creator_Mock_Up/Arsenal/screen.png
documentation_v2/website/frontend/apps/editor/arsenal/visual_reference/loadout_forge/README.md	-	delete	live-rewrite	F08	boilerplate disclaimer, sha256 8f633b199849; its facts (a historical design reference kept for colour and layout context, not an implementation source; production UI is the Leptos code under apps/website/frontend/src/v2/) go into the visual_references READMEs F08 writes (doc writer template step 3)
documentation_v2/website/frontend/apps/editor/arsenal/visual_reference/loadout_forge/code.html	documentation_v2/website/frontend/apps/editor/arsenal/visual_references/loadout_forge_blueprint/loadout_forge_blueprint.html	collapse-duplicate	data	-	sha256 ead429effb59 identical to docs/specs/macOS_Blueprints/loadout_forge_tactical_equipment_management/code.html
documentation_v2/website/frontend/apps/editor/arsenal/visual_reference/loadout_forge/screen.png	documentation_v2/website/frontend/apps/editor/arsenal/visual_references/loadout_forge_blueprint/loadout_forge_blueprint.png	collapse-duplicate	data	-	sha256 cc7be3562fa8 identical to docs/specs/macOS_Blueprints/loadout_forge_tactical_equipment_management/screen.png
documentation_v2/website/frontend/apps/editor/design_vision.md	documentation_v2/archive/go_and_react_era_design/mission_creator_design.md	collapse-duplicate	archive	-	sha256 6d581f3ae7c5 identical to docs/specs/Mission_Creator_Mock_Up/mission_creator_design.md
documentation_v2/website/frontend/apps/editor/visual_reference/README.md	-	delete	live-rewrite	F08	boilerplate disclaimer, sha256 8f633b199849; its facts (a historical design reference kept for colour and layout context, not an implementation source; production UI is the Leptos code under apps/website/frontend/src/v2/) go into the visual_references READMEs F08 writes (doc writer template step 3)
documentation_v2/website/frontend/apps/editor/visual_reference/aegis_edition/README.md	-	delete	live-rewrite	F08	boilerplate disclaimer, sha256 8f633b199849; its facts (a historical design reference kept for colour and layout context, not an implementation source; production UI is the Leptos code under apps/website/frontend/src/v2/) go into the visual_references READMEs F08 writes (doc writer template step 3)
documentation_v2/website/frontend/apps/editor/visual_reference/aegis_edition/code.html	documentation_v2/website/frontend/apps/editor/visual_references/mission_creator_shell_blueprint/mission_creator_shell_blueprint.html	collapse-duplicate	data	-	sha256 97a40ee8aeae identical to docs/specs/macOS_Blueprints/aegis_mission_editor_macos_edition/code.html
documentation_v2/website/frontend/apps/editor/visual_reference/aegis_edition/screen.png	documentation_v2/website/frontend/apps/editor/visual_references/mission_creator_shell_blueprint/mission_creator_shell_blueprint.png	collapse-duplicate	data	-	sha256 3fc14e24a57f identical to docs/specs/macOS_Blueprints/aegis_mission_editor_macos_edition/screen.png
documentation_v2/website/frontend/apps/editor/visual_reference/aegis_tokens/DESIGN.md	documentation_v2/design_system/token_exports/aegis_design_tokens.md	collapse-duplicate	live-rewrite	F17	NEAR-DUPLICATE: this file (7613 bytes, sha256 cfb4188cecbd) is the kept file docs/specs/Mission_Creator_Mock_Up/aegis_tokens/DESIGN.md (7612 bytes, sha256 fd7e503920c0, no final newline) with one final newline after it; nothing else differs
documentation_v2/website/frontend/apps/editor/visual_reference/aegis_tokens/README.md	-	delete	live-rewrite	F08	boilerplate disclaimer, sha256 8f633b199849; its facts (a historical design reference kept for colour and layout context, not an implementation source; production UI is the Leptos code under apps/website/frontend/src/v2/) go into the visual_references READMEs F08 writes (doc writer template step 3)
documentation_v2/website/frontend/apps/editor/visual_reference/aegis_tokens/code.html	documentation_v2/website/frontend/apps/editor/visual_references/mission_creator_prototype_mockup/mission_creator_prototype_mockup.html	collapse-duplicate	data	-	sha256 2a8d7ebfb497 identical to docs/specs/Mission_Creator_Mock_Up/aegis_tokens/code.html
documentation_v2/website/frontend/apps/editor/visual_reference/aegis_tokens/screen.png	documentation_v2/website/frontend/apps/editor/visual_references/mission_creator_prototype_mockup/mission_creator_prototype_mockup.png	collapse-duplicate	data	-	sha256 15e7cf80772c identical to docs/specs/Mission_Creator_Mock_Up/aegis_tokens/screen.png
documentation_v2/website/frontend/apps/editor/visual_reference/tactical_canvas/README.md	-	delete	live-rewrite	F08	boilerplate disclaimer, sha256 8f633b199849; its facts (a historical design reference kept for colour and layout context, not an implementation source; production UI is the Leptos code under apps/website/frontend/src/v2/) go into the visual_references READMEs F08 writes (doc writer template step 3)
documentation_v2/website/frontend/apps/editor/visual_reference/tactical_canvas/code.html	documentation_v2/website/frontend/apps/editor/visual_references/mission_creator_canvas_blueprint/mission_creator_canvas_blueprint.html	collapse-duplicate	data	-	sha256 0c93ab7ecff9 identical to docs/specs/macOS_Blueprints/mission_editor_tactical_canvas/code.html
documentation_v2/website/frontend/apps/editor/visual_reference/tactical_canvas/screen.png	documentation_v2/website/frontend/apps/editor/visual_references/mission_creator_canvas_blueprint/mission_creator_canvas_blueprint.png	collapse-duplicate	data	-	sha256 2ff7d0c443b4 identical to docs/specs/macOS_Blueprints/mission_editor_tactical_canvas/screen.png
documentation_v2/website/frontend/apps/editor/visual_reference/terrain_backdrop/README.md	-	delete	live-rewrite	F08	boilerplate disclaimer, sha256 8f633b199849; its facts (a historical design reference kept for colour and layout context, not an implementation source; production UI is the Leptos code under apps/website/frontend/src/v2/) go into the visual_references READMEs F08 writes (doc writer template step 3)
documentation_v2/website/frontend/apps/editor/visual_reference/terrain_backdrop/screen.png	documentation_v2/website/frontend/apps/editor/visual_references/satellite_backdrop_render/satellite_backdrop_render.png	collapse-duplicate	data	-	sha256 f16ec58646b0 identical to docs/specs/macOS_Blueprints/high_contrast_cinematic_satellite_view_of_a_lush_island_with_rugged_terrain/screen.png
documentation_v2/website/frontend/apps/editor/visual_reference/visual_git_diffing/README.md	-	delete	live-rewrite	F08	boilerplate disclaimer, sha256 8f633b199849; its facts (a historical design reference kept for colour and layout context, not an implementation source; production UI is the Leptos code under apps/website/frontend/src/v2/) go into the visual_references READMEs F08 writes (doc writer template step 3)
documentation_v2/website/frontend/apps/editor/visual_reference/visual_git_diffing/code.html	documentation_v2/website/frontend/apps/editor/visual_references/mission_visual_diff_blueprint/mission_visual_diff_blueprint.html	collapse-duplicate	data	-	sha256 dd725ced4849 identical to docs/specs/macOS_Blueprints/tbd_mission_creator_visual_git_diffing/code.html
documentation_v2/website/frontend/apps/editor/visual_reference/visual_git_diffing/screen.png	documentation_v2/website/frontend/apps/editor/visual_references/mission_visual_diff_blueprint/mission_visual_diff_blueprint.png	collapse-duplicate	data	-	sha256 3e3c70864f0b identical to docs/specs/macOS_Blueprints/tbd_mission_creator_visual_git_diffing/screen.png
documentation_v2/website/frontend/apps/planner/README.md	documentation_v2/pending_merge/F08/documentation_v2__website__frontend__apps__planner__readme.md	merge-into	live-rewrite	F08	documentation_v2/website/frontend/apps/planner/README.md
documentation_v2/website/frontend/core/README.md	documentation_v2/pending_merge/F04/documentation_v2__website__frontend__core__readme.md	merge-into	live-rewrite	F04	documentation_v2/website/frontend/core/README.md
documentation_v2/website/frontend/core/ui/README.md	documentation_v2/pending_merge/F04/documentation_v2__website__frontend__core__ui__readme.md	merge-into	live-rewrite	F04	documentation_v2/website/frontend/core/ui/README.md
documentation_v2/website/frontend/core/ui/visual_reference/README.md	-	delete	live-rewrite	F17	boilerplate disclaimer, sha256 8f633b199849; its facts (a historical design reference kept for colour and layout context, not an implementation source; production UI is the Leptos code under apps/website/frontend/src/v2/) go into documentation_v2/design_system/token_exports/aegis_design_tokens.md, which F17 rewrites
documentation_v2/website/frontend/core/ui/visual_reference/design_tokens/DESIGN.md	documentation_v2/design_system/token_exports/aegis_design_tokens.md	collapse-duplicate	live-rewrite	F17	NEAR-DUPLICATE: this file (7613 bytes, sha256 cfb4188cecbd) is the kept file docs/specs/Mission_Creator_Mock_Up/aegis_tokens/DESIGN.md (7612 bytes, sha256 fd7e503920c0, no final newline) with one final newline after it; nothing else differs
documentation_v2/website/frontend/core/ui/visual_reference/design_tokens/README.md	-	delete	live-rewrite	F17	boilerplate disclaimer, sha256 8f633b199849; its facts (a historical design reference kept for colour and layout context, not an implementation source; production UI is the Leptos code under apps/website/frontend/src/v2/) go into documentation_v2/design_system/token_exports/aegis_design_tokens.md, which F17 rewrites
documentation_v2/website/frontend/pages/README.md	documentation_v2/pending_merge/F04/documentation_v2__website__frontend__pages__readme.md	merge-into	live-rewrite	F04	documentation_v2/website/frontend/pages/README.md
documentation_v2/website/frontend/pages/account/README.md	documentation_v2/pending_merge/F04/documentation_v2__website__frontend__pages__account__readme.md	merge-into	live-rewrite	F04	documentation_v2/website/frontend/pages/account/README.md
documentation_v2/website/frontend/pages/administration/README.md	documentation_v2/pending_merge/F01/documentation_v2__website__frontend__pages__administration__readme.md	merge-into	live-rewrite	F01	documentation_v2/website/frontend/pages/administration/README.md
documentation_v2/website/frontend/pages/administration/approvals/README.md	documentation_v2/pending_merge/F01/documentation_v2__website__frontend__pages__administration__approvals__readme.md	merge-into	live-rewrite	F01	documentation_v2/website/frontend/pages/administration/approvals/README.md
documentation_v2/website/frontend/pages/administration/approvals/visual_reference/README.md	-	delete	live-rewrite	F01	boilerplate disclaimer, sha256 8f633b199849; its facts (a historical design reference kept for colour and layout context, not an implementation source; production UI is the Leptos code under apps/website/frontend/src/v2/) go into the visual_references READMEs F01 writes (doc writer template step 3)
documentation_v2/website/frontend/pages/administration/approvals/visual_reference/code.html	documentation_v2/website/frontend/pages/administration/approvals/visual_references/mission_approvals_blueprint/mission_approvals_blueprint.html	collapse-duplicate	data	-	sha256 bba143cab65c identical to docs/specs/macOS_Blueprints/mission_approvals_human_readable_dossier_edition/code.html
documentation_v2/website/frontend/pages/administration/approvals/visual_reference/screen.png	documentation_v2/website/frontend/pages/administration/approvals/visual_references/mission_approvals_blueprint/mission_approvals_blueprint.png	collapse-duplicate	data	-	sha256 4ce882473479 identical to docs/specs/macOS_Blueprints/mission_approvals_human_readable_dossier_edition/screen.png
documentation_v2/website/frontend/pages/administration/audit_logs/README.md	documentation_v2/pending_merge/F01/documentation_v2__website__frontend__pages__administration__audit_logs__readme.md	merge-into	live-rewrite	F01	documentation_v2/website/frontend/pages/administration/audit_logs/README.md
documentation_v2/website/frontend/pages/administration/audit_logs/visual_reference/README.md	-	delete	live-rewrite	F01	boilerplate disclaimer, sha256 8f633b199849; its facts (a historical design reference kept for colour and layout context, not an implementation source; production UI is the Leptos code under apps/website/frontend/src/v2/) go into the visual_references READMEs F01 writes (doc writer template step 3)
documentation_v2/website/frontend/pages/administration/audit_logs/visual_reference/code.html	documentation_v2/website/frontend/pages/administration/audit_logs/visual_references/audit_logs_blueprint/audit_logs_blueprint.html	collapse-duplicate	data	-	sha256 4cd32a883248 identical to docs/specs/macOS_Blueprints/system_audit_logs_macos_terminal_edition/code.html
documentation_v2/website/frontend/pages/administration/audit_logs/visual_reference/screen.png	documentation_v2/website/frontend/pages/administration/audit_logs/visual_references/audit_logs_blueprint/audit_logs_blueprint.png	collapse-duplicate	data	-	sha256 2820fb1f883c identical to docs/specs/macOS_Blueprints/system_audit_logs_macos_terminal_edition/screen.png
documentation_v2/website/frontend/pages/administration/content_manager/README.md	documentation_v2/pending_merge/F01/documentation_v2__website__frontend__pages__administration__content_manager__readme.md	merge-into	live-rewrite	F01	documentation_v2/website/frontend/pages/administration/content_manager/README.md
documentation_v2/website/frontend/pages/administration/content_manager/visual_reference/README.md	-	delete	live-rewrite	F01	boilerplate disclaimer, sha256 8f633b199849; its facts (a historical design reference kept for colour and layout context, not an implementation source; production UI is the Leptos code under apps/website/frontend/src/v2/) go into the visual_references READMEs F01 writes (doc writer template step 3)
documentation_v2/website/frontend/pages/administration/content_manager/visual_reference/announcements/README.md	-	delete	live-rewrite	F01	boilerplate disclaimer, sha256 8f633b199849; its facts (a historical design reference kept for colour and layout context, not an implementation source; production UI is the Leptos code under apps/website/frontend/src/v2/) go into the visual_references READMEs F01 writes (doc writer template step 3)
documentation_v2/website/frontend/pages/administration/content_manager/visual_reference/announcements/code.html	documentation_v2/website/frontend/pages/administration/content_manager/visual_references/announcements_manager_blueprint/announcements_manager_blueprint.html	collapse-duplicate	data	-	sha256 bfade8f1fac9 identical to docs/specs/macOS_Blueprints/command_announcements_tactical_split_view/code.html
documentation_v2/website/frontend/pages/administration/content_manager/visual_reference/announcements/screen.png	documentation_v2/website/frontend/pages/administration/content_manager/visual_references/announcements_manager_blueprint/announcements_manager_blueprint.png	collapse-duplicate	data	-	sha256 ad220c1d74d8 identical to docs/specs/macOS_Blueprints/command_announcements_tactical_split_view/screen.png
documentation_v2/website/frontend/pages/administration/content_manager/visual_reference/broadcaster/README.md	-	delete	live-rewrite	F01	boilerplate disclaimer, sha256 8f633b199849; its facts (a historical design reference kept for colour and layout context, not an implementation source; production UI is the Leptos code under apps/website/frontend/src/v2/) go into the visual_references READMEs F01 writes (doc writer template step 3)
documentation_v2/website/frontend/pages/administration/content_manager/visual_reference/broadcaster/code.html	documentation_v2/website/frontend/pages/administration/content_manager/visual_references/broadcast_editor_blueprint/broadcast_editor_blueprint.html	collapse-duplicate	data	-	sha256 3b885880a6a8 identical to docs/specs/macOS_Blueprints/comms_broadcaster_distraction_free_editor/code.html
documentation_v2/website/frontend/pages/administration/content_manager/visual_reference/broadcaster/screen.png	documentation_v2/website/frontend/pages/administration/content_manager/visual_references/broadcast_editor_blueprint/broadcast_editor_blueprint.png	collapse-duplicate	data	-	sha256 aacbe1d42248 identical to docs/specs/macOS_Blueprints/comms_broadcaster_distraction_free_editor/screen.png
documentation_v2/website/frontend/pages/administration/event_manager/README.md	documentation_v2/pending_merge/F01/documentation_v2__website__frontend__pages__administration__event_manager__readme.md	merge-into	live-rewrite	F01	documentation_v2/website/frontend/pages/administration/event_manager/README.md
documentation_v2/website/frontend/pages/administration/event_manager/visual_reference/README.md	-	delete	live-rewrite	F01	boilerplate disclaimer, sha256 8f633b199849; its facts (a historical design reference kept for colour and layout context, not an implementation source; production UI is the Leptos code under apps/website/frontend/src/v2/) go into the visual_references READMEs F01 writes (doc writer template step 3)
documentation_v2/website/frontend/pages/administration/event_manager/visual_reference/code.html	documentation_v2/website/frontend/pages/administration/event_manager/visual_references/event_manager_blueprint/event_manager_blueprint.html	collapse-duplicate	data	-	sha256 f420845cbd73 identical to docs/specs/macOS_Blueprints/event_manager_macos_tactical_calendar/code.html
documentation_v2/website/frontend/pages/administration/event_manager/visual_reference/screen.png	documentation_v2/website/frontend/pages/administration/event_manager/visual_references/event_manager_blueprint/event_manager_blueprint.png	collapse-duplicate	data	-	sha256 303401452958 identical to docs/specs/macOS_Blueprints/event_manager_macos_tactical_calendar/screen.png
documentation_v2/website/frontend/pages/administration/personnel/README.md	documentation_v2/pending_merge/F01/documentation_v2__website__frontend__pages__administration__personnel__readme.md	merge-into	live-rewrite	F01	documentation_v2/website/frontend/pages/administration/personnel/README.md
documentation_v2/website/frontend/pages/administration/personnel/visual_reference/README.md	-	delete	live-rewrite	F01	boilerplate disclaimer, sha256 8f633b199849; its facts (a historical design reference kept for colour and layout context, not an implementation source; production UI is the Leptos code under apps/website/frontend/src/v2/) go into the visual_references READMEs F01 writes (doc writer template step 3)
documentation_v2/website/frontend/pages/administration/personnel/visual_reference/code.html	documentation_v2/website/frontend/pages/administration/personnel/visual_references/personnel_roster_blueprint/personnel_roster_blueprint.html	collapse-duplicate	data	-	sha256 100c102e7812 identical to docs/specs/macOS_Blueprints/personnel_roster_macos_activity_monitor_edition/code.html
